Service_Line,Passengers,Day_and_Time,Day_of_the_week
Line L,153,2023-05-12 13:00:00,Friday
Line M,342,2023-05-12 13:00:00,Friday
Line O,1028,2023-05-12 13:00:00,Friday
Line P,917,2023-05-12 13:00:00,Friday
Line T,2800,2023-05-12 13:00:00,Friday
Line 1,6744,2023-05-13 13:00:00,Saturday
Line 2,1388,2023-05-13 13:00:00,Saturday
Line A,45391,2023-05-13 13:00:00,Saturday
Line B,6375,2023-05-13 13:00:00,Saturday
Line H,118,2023-05-13 13:00:00,Saturday
Line J,851,2023-05-13 13:00:00,Saturday
Line K,1231,2023-05-13 13:00:00,Saturday
Line L,149,2023-05-13 13:00:00,Saturday
Line M,571,2023-05-13 13:00:00,Saturday
Line O,713,2023-05-13 13:00:00,Saturday
Line P,988,2023-05-13 13:00:00,Saturday
Line T,3627,2023-05-13 13:00:00,Saturday
Line 1,3039,2023-05-14 13:00:00,Sunday
Line 2,573,2023-05-14 13:00:00,Sunday
Line A,17955,2023-05-14 13:00:00,Sunday
Line B,2954,2023-05-14 13:00:00,Sunday
Line H,103,2023-05-14 13:00:00,Sunday
Line J,910,2023-05-14 13:00:00,Sunday
Line K,1369,2023-05-14 13:00:00,Sunday
Line L,236,2023-05-14 13:00:00,Sunday
Line M,345,2023-05-14 13:00:00,Sunday
Line O,315,2023-05-14 13:00:00,Sunday
Line P,678,2023-05-14 13:00:00,Sunday
Line T,1733,2023-05-14 13:00:00,Sunday
Line 1,5292,2023-05-15 13:00:00,Monday
Line 2,1057,2023-05-15 13:00:00,Monday
Line A,27584,2023-05-15 13:00:00,Monday
Line B,4201,2023-05-15 13:00:00,Monday
Line H,84,2023-05-15 13:00:00,Monday
Line J,724,2023-05-15 13:00:00,Monday
Line K,1012,2023-05-15 13:00:00,Monday
Line M,331,2023-05-15 13:00:00,Monday
Line O,859,2023-05-15 13:00:00,Monday
Line P,832,2023-05-15 13:00:00,Monday
Line T,2499,2023-05-15 13:00:00,Monday
Line 1,5432,2023-05-16 13:00:00,Tuesday
Line 2,1098,2023-05-16 13:00:00,Tuesday
Line A,29128,2023-05-16 13:00:00,Tuesday
Line B,4437,2023-05-16 13:00:00,Tuesday
Line H,82,2023-05-16 13:00:00,Tuesday
Line J,645,2023-05-16 13:00:00,Tuesday
Line K,1063,2023-05-16 13:00:00,Tuesday
Line L,91,2023-05-16 13:00:00,Tuesday
Line M,309,2023-05-16 13:00:00,Tuesday
Line O,1046,2023-05-16 13:00:00,Tuesday
Line P,751,2023-05-16 13:00:00,Tuesday
Line T,2644,2023-05-16 13:00:00,Tuesday
Line 1,5449,2023-05-17 13:00:00,Wednesday
Line 2,1083,2023-05-17 13:00:00,Wednesday
Line A,29218,2023-05-17 13:00:00,Wednesday
Line B,4653,2023-05-17 13:00:00,Wednesday
Line H,75,2023-05-17 13:00:00,Wednesday
Line J,728,2023-05-17 13:00:00,Wednesday
Line K,1057,2023-05-17 13:00:00,Wednesday
Line L,120,2023-05-17 13:00:00,Wednesday
Line M,299,2023-05-17 13:00:00,Wednesday
Line O,994,2023-05-17 13:00:00,Wednesday
Line P,766,2023-05-17 13:00:00,Wednesday
Line T,2718,2023-05-17 13:00:00,Wednesday
Line 1,5346,2023-05-18 13:00:00,Thursday
Line 2,1016,2023-05-18 13:00:00,Thursday
Line A,28776,2023-05-18 13:00:00,Thursday
Line B,4540,2023-05-18 13:00:00,Thursday
Line H,96,2023-05-18 13:00:00,Thursday
Line J,648,2023-05-18 13:00:00,Thursday
Line K,1145,2023-05-18 13:00:00,Thursday
Line L,122,2023-05-18 13:00:00,Thursday
Line M,309,2023-05-18 13:00:00,Thursday
Line O,1024,2023-05-18 13:00:00,Thursday
Line P,838,2023-05-18 13:00:00,Thursday
Line T,2669,2023-05-18 13:00:00,Thursday
Line 1,4975,2023-05-19 13:00:00,Friday
Line 2,1145,2023-05-19 13:00:00,Friday
Line A,30247,2023-05-19 13:00:00,Friday
Line B,4724,2023-05-19 13:00:00,Friday
Line H,101,2023-05-19 13:00:00,Friday
Line J,689,2023-05-19 13:00:00,Friday
Line K,1201,2023-05-19 13:00:00,Friday
Line L,147,2023-05-19 13:00:00,Friday
Line M,338,2023-05-19 13:00:00,Friday
Line O,886,2023-05-19 13:00:00,Friday
Line P,896,2023-05-19 13:00:00,Friday
Line T,2647,2023-05-19 13:00:00,Friday
Line 1,5794,2023-05-20 13:00:00,Saturday
Line 2,1271,2023-05-20 13:00:00,Saturday
Line A,43499,2023-05-20 13:00:00,Saturday
Line B,6393,2023-05-20 13:00:00,Saturday
Line H,105,2023-05-20 13:00:00,Saturday
Line J,794,2023-05-20 13:00:00,Saturday
Line K,1279,2023-05-20 13:00:00,Saturday
Line L,234,2023-05-20 13:00:00,Saturday
Line M,583,2023-05-20 13:00:00,Saturday
Line O,834,2023-05-20 13:00:00,Saturday
Line P,811,2023-05-20 13:00:00,Saturday
Line T,3489,2023-05-20 13:00:00,Saturday
Line 1,2409,2023-05-21 13:00:00,Sunday
Line 2,451,2023-05-21 13:00:00,Sunday
Line A,13942,2023-05-21 13:00:00,Sunday
Line B,2401,2023-05-21 13:00:00,Sunday
Line H,58,2023-05-21 13:00:00,Sunday
Line J,312,2023-05-21 13:00:00,Sunday
Line K,965,2023-05-21 13:00:00,Sunday
Line L,397,2023-05-21 13:00:00,Sunday
Line M,275,2023-05-21 13:00:00,Sunday
Line O,296,2023-05-21 13:00:00,Sunday
Line P,438,2023-05-21 13:00:00,Sunday
Line T,1510,2023-05-21 13:00:00,Sunday
Line 1,2536,2023-05-22 13:00:00,Monday
Line 2,293,2023-05-22 13:00:00,Monday
Line A,14663,2023-05-22 13:00:00,Monday
Line B,2604,2023-05-22 13:00:00,Monday
Line H,87,2023-05-22 13:00:00,Monday
Line J,645,2023-05-22 13:00:00,Monday
Line K,1145,2023-05-22 13:00:00,Monday
Line L,469,2023-05-22 13:00:00,Monday
Line M,303,2023-05-22 13:00:00,Monday
Line O,299,2023-05-22 13:00:00,Monday
Line P,622,2023-05-22 13:00:00,Monday
Line T,1404,2023-05-22 13:00:00,Monday
Line 1,5555,2023-05-23 13:00:00,Tuesday
Line 2,1162,2023-05-23 13:00:00,Tuesday
Line A,30959,2023-05-23 13:00:00,Tuesday
Line B,4528,2023-05-23 13:00:00,Tuesday
Line H,94,2023-05-23 13:00:00,Tuesday
Line J,729,2023-05-23 13:00:00,Tuesday
Line K,1064,2023-05-23 13:00:00,Tuesday
Line M,320,2023-05-23 13:00:00,Tuesday
Line O,1095,2023-05-23 13:00:00,Tuesday
Line P,865,2023-05-23 13:00:00,Tuesday
Line T,2796,2023-05-23 13:00:00,Tuesday
Line 1,5554,2023-05-24 13:00:00,Wednesday
Line 2,1126,2023-05-24 13:00:00,Wednesday
Line A,29215,2023-05-24 13:00:00,Wednesday
Line B,4618,2023-05-24 13:00:00,Wednesday
Line H,96,2023-05-24 13:00:00,Wednesday
Line J,694,2023-05-24 13:00:00,Wednesday
Line K,1073,2023-05-24 13:00:00,Wednesday
Line L,155,2023-05-24 13:00:00,Wednesday
Line M,300,2023-05-24 13:00:00,Wednesday
Line O,1021,2023-05-24 13:00:00,Wednesday
Line P,869,2023-05-24 13:00:00,Wednesday
Line T,2754,2023-05-24 13:00:00,Wednesday
Line 1,5245,2023-05-25 13:00:00,Thursday
Line 2,1178,2023-05-25 13:00:00,Thursday
Line A,28521,2023-05-25 13:00:00,Thursday
Line B,4747,2023-05-25 13:00:00,Thursday
Line H,90,2023-05-25 13:00:00,Thursday
Line J,685,2023-05-25 13:00:00,Thursday
Line K,224,2023-05-25 13:00:00,Thursday
Line L,133,2023-05-25 13:00:00,Thursday
Line M,329,2023-05-25 13:00:00,Thursday
Line O,1050,2023-05-25 13:00:00,Thursday
Line P,27,2023-05-25 13:00:00,Thursday
Line T,2651,2023-05-25 13:00:00,Thursday
Line 1,5146,2023-05-26 13:00:00,Friday
Line 2,1138,2023-05-26 13:00:00,Friday
Line A,29468,2023-05-26 13:00:00,Friday
Line B,4733,2023-05-26 13:00:00,Friday
Line H,115,2023-05-26 13:00:00,Friday
Line J,735,2023-05-26 13:00:00,Friday
Line K,948,2023-05-26 13:00:00,Friday
Line L,100,2023-05-26 13:00:00,Friday
Line M,330,2023-05-26 13:00:00,Friday
Line O,866,2023-05-26 13:00:00,Friday
Line P,579,2023-05-26 13:00:00,Friday
Line T,2654,2023-05-26 13:00:00,Friday
Line 1,6745,2023-05-27 13:00:00,Saturday
Line 2,1386,2023-05-27 13:00:00,Saturday
Line A,42681,2023-05-27 13:00:00,Saturday
Line B,6626,2023-05-27 13:00:00,Saturday
Line H,74,2023-05-27 13:00:00,Saturday
Line J,854,2023-05-27 13:00:00,Saturday
Line K,1199,2023-05-27 13:00:00,Saturday
Line L,266,2023-05-27 13:00:00,Saturday
Line M,640,2023-05-27 13:00:00,Saturday
Line O,755,2023-05-27 13:00:00,Saturday
Line P,781,2023-05-27 13:00:00,Saturday
Line T,3653,2023-05-27 13:00:00,Saturday
Line 1,2799,2023-05-28 13:00:00,Sunday
Line 2,566,2023-05-28 13:00:00,Sunday
Line A,15734,2023-05-28 13:00:00,Sunday
Line B,3115,2023-05-28 13:00:00,Sunday
Line H,90,2023-05-28 13:00:00,Sunday
Line J,705,2023-05-28 13:00:00,Sunday
Line K,914,2023-05-28 13:00:00,Sunday
Line L,262,2023-05-28 13:00:00,Sunday
Line M,348,2023-05-28 13:00:00,Sunday
Line O,331,2023-05-28 13:00:00,Sunday
Line P,567,2023-05-28 13:00:00,Sunday
Line T,1651,2023-05-28 13:00:00,Sunday
Line 1,5147,2023-05-29 13:00:00,Monday
Line 2,1118,2023-05-29 13:00:00,Monday
Line A,28381,2023-05-29 13:00:00,Monday
Line B,4264,2023-05-29 13:00:00,Monday
Line H,56,2023-05-29 13:00:00,Monday
Line J,710,2023-05-29 13:00:00,Monday
Line K,983,2023-05-29 13:00:00,Monday
Line M,336,2023-05-29 13:00:00,Monday
Line O,770,2023-05-29 13:00:00,Monday
Line P,857,2023-05-29 13:00:00,Monday
Line T,2416,2023-05-29 13:00:00,Monday
Line 1,5113,2023-05-30 13:00:00,Tuesday
Line 2,1062,2023-05-30 13:00:00,Tuesday
Line A,28048,2023-05-30 13:00:00,Tuesday
Line B,4161,2023-05-30 13:00:00,Tuesday
Line H,76,2023-05-30 13:00:00,Tuesday
Line J,650,2023-05-30 13:00:00,Tuesday
Line K,1088,2023-05-30 13:00:00,Tuesday
Line L,126,2023-05-30 13:00:00,Tuesday
Line M,298,2023-05-30 13:00:00,Tuesday
Line O,784,2023-05-30 13:00:00,Tuesday
Line P,815,2023-05-30 13:00:00,Tuesday
Line T,2472,2023-05-30 13:00:00,Tuesday
Line 1,4971,2023-05-31 13:00:00,Wednesday
Line 2,1124,2023-05-31 13:00:00,Wednesday
Line A,27731,2023-05-31 13:00:00,Wednesday
Line B,4151,2023-05-31 13:00:00,Wednesday
Line H,84,2023-05-31 13:00:00,Wednesday
Line J,636,2023-05-31 13:00:00,Wednesday
Line K,1017,2023-05-31 13:00:00,Wednesday
Line L,80,2023-05-31 13:00:00,Wednesday
Line M,308,2023-05-31 13:00:00,Wednesday
Line O,827,2023-05-31 13:00:00,Wednesday
Line P,780,2023-05-31 13:00:00,Wednesday
Line T,2529,2023-05-31 13:00:00,Wednesday
Line 1,5271,2023-06-01 13:00:00,Thursday
Line 2,1068,2023-06-01 13:00:00,Thursday
Line A,28495,2023-06-01 13:00:00,Thursday
Line B,4127,2023-06-01 13:00:00,Thursday
Line H,113,2023-06-01 13:00:00,Thursday
Line J,655,2023-06-01 13:00:00,Thursday
Line K,1143,2023-06-01 13:00:00,Thursday
Line L,68,2023-06-01 13:00:00,Thursday
Line M,320,2023-06-01 13:00:00,Thursday
Line O,911,2023-06-01 13:00:00,Thursday
Line P,857,2023-06-01 13:00:00,Thursday
Line T,2588,2023-06-01 13:00:00,Thursday
Line 1,5173,2023-06-02 13:00:00,Friday
Line 2,1089,2023-06-02 13:00:00,Friday
Line A,29291,2023-06-02 13:00:00,Friday
Line B,4279,2023-06-02 13:00:00,Friday
Line H,101,2023-06-02 13:00:00,Friday
Line J,741,2023-06-02 13:00:00,Friday
Line K,1188,2023-06-02 13:00:00,Friday
Line L,143,2023-06-02 13:00:00,Friday
Line M,323,2023-06-02 13:00:00,Friday
Line O,910,2023-06-02 13:00:00,Friday
Line P,845,2023-06-02 13:00:00,Friday
Line T,2538,2023-06-02 13:00:00,Friday
Line 1,6595,2023-06-03 13:00:00,Saturday
Line 2,1416,2023-06-03 13:00:00,Saturday
Line A,45070,2023-06-03 13:00:00,Saturday
Line B,6506,2023-06-03 13:00:00,Saturday
Line H,116,2023-06-03 13:00:00,Saturday
Line J,819,2023-06-03 13:00:00,Saturday
Line K,1090,2023-06-03 13:00:00,Saturday
Line L,185,2023-06-03 13:00:00,Saturday
Line M,656,2023-06-03 13:00:00,Saturday
Line O,824,2023-06-03 13:00:00,Saturday
Line P,927,2023-06-03 13:00:00,Saturday
Line T,3725,2023-06-03 13:00:00,Saturday
Line 1,2896,2023-06-04 13:00:00,Sunday
Line 2,568,2023-06-04 13:00:00,Sunday
Line A,16856,2023-06-04 13:00:00,Sunday
Line B,3203,2023-06-04 13:00:00,Sunday
Line H,118,2023-06-04 13:00:00,Sunday
Line J,665,2023-06-04 13:00:00,Sunday
Line K,1200,2023-06-04 13:00:00,Sunday
Line L,334,2023-06-04 13:00:00,Sunday
Line M,343,2023-06-04 13:00:00,Sunday
Line O,369,2023-06-04 13:00:00,Sunday
Line P,727,2023-06-04 13:00:00,Sunday
Line T,1895,2023-06-04 13:00:00,Sunday
Line 1,5013,2023-06-05 13:00:00,Monday
Line 2,1087,2023-06-05 13:00:00,Monday
Line A,27329,2023-06-05 13:00:00,Monday
Line B,4168,2023-06-05 13:00:00,Monday
Line H,95,2023-06-05 13:00:00,Monday
Line J,661,2023-06-05 13:00:00,Monday
Line K,1005,2023-06-05 13:00:00,Monday
Line M,308,2023-06-05 13:00:00,Monday
Line O,778,2023-06-05 13:00:00,Monday
Line P,807,2023-06-05 13:00:00,Monday
Line T,2481,2023-06-05 13:00:00,Monday
Line 1,5153,2023-06-06 13:00:00,Tuesday
Line 2,1053,2023-06-06 13:00:00,Tuesday
Line A,27951,2023-06-06 13:00:00,Tuesday
Line B,4112,2023-06-06 13:00:00,Tuesday
Line H,79,2023-06-06 13:00:00,Tuesday
Line J,618,2023-06-06 13:00:00,Tuesday
Line K,1027,2023-06-06 13:00:00,Tuesday
Line L,137,2023-06-06 13:00:00,Tuesday
Line M,364,2023-06-06 13:00:00,Tuesday
Line O,861,2023-06-06 13:00:00,Tuesday
Line P,814,2023-06-06 13:00:00,Tuesday
Line T,2680,2023-06-06 13:00:00,Tuesday
Line 1,5019,2023-06-07 13:00:00,Wednesday
Line 2,287,2023-06-07 13:00:00,Wednesday
Line A,28771,2023-06-07 13:00:00,Wednesday
Line B,4354,2023-06-07 13:00:00,Wednesday
Line H,90,2023-06-07 13:00:00,Wednesday
Line J,629,2023-06-07 13:00:00,Wednesday
Line K,1045,2023-06-07 13:00:00,Wednesday
Line L,118,2023-06-07 13:00:00,Wednesday
Line M,307,2023-06-07 13:00:00,Wednesday
Line O,820,2023-06-07 13:00:00,Wednesday
Line P,801,2023-06-07 13:00:00,Wednesday
Line T,2381,2023-06-07 13:00:00,Wednesday
Line 1,4214,2023-06-08 13:00:00,Thursday
Line 2,1041,2023-06-08 13:00:00,Thursday
Line A,27600,2023-06-08 13:00:00,Thursday
Line B,4070,2023-06-08 13:00:00,Thursday
Line H,121,2023-06-08 13:00:00,Thursday
Line J,670,2023-06-08 13:00:00,Thursday
Line K,1055,2023-06-08 13:00:00,Thursday
Line L,120,2023-06-08 13:00:00,Thursday
Line M,364,2023-06-08 13:00:00,Thursday
Line O,732,2023-06-08 13:00:00,Thursday
Line P,817,2023-06-08 13:00:00,Thursday
Line T,2426,2023-06-08 13:00:00,Thursday
Line 1,4766,2023-06-09 13:00:00,Friday
Line 2,1071,2023-06-09 13:00:00,Friday
Line A,28242,2023-06-09 13:00:00,Friday
Line B,4326,2023-06-09 13:00:00,Friday
Line H,85,2023-06-09 13:00:00,Friday
Line J,655,2023-06-09 13:00:00,Friday
Line K,1112,2023-06-09 13:00:00,Friday
Line L,140,2023-06-09 13:00:00,Friday
Line M,317,2023-06-09 13:00:00,Friday
Line O,777,2023-06-09 13:00:00,Friday
Line P,846,2023-06-09 13:00:00,Friday
Line T,2397,2023-06-09 13:00:00,Friday
Line 1,6564,2023-06-10 13:00:00,Saturday
Line 2,1352,2023-06-10 13:00:00,Saturday
Line A,43893,2023-06-10 13:00:00,Saturday
Line B,6149,2023-06-10 13:00:00,Saturday
Line H,84,2023-06-10 13:00:00,Saturday
Line J,755,2023-06-10 13:00:00,Saturday
Line K,1223,2023-06-10 13:00:00,Saturday
Line L,188,2023-06-10 13:00:00,Saturday
Line M,598,2023-06-10 13:00:00,Saturday
Line O,776,2023-06-10 13:00:00,Saturday
Line P,836,2023-06-10 13:00:00,Saturday
Line T,3545,2023-06-10 13:00:00,Saturday
Line 1,2911,2023-06-11 13:00:00,Sunday
Line 2,564,2023-06-11 13:00:00,Sunday
Line A,16483,2023-06-11 13:00:00,Sunday
Line B,3148,2023-06-11 13:00:00,Sunday
Line H,68,2023-06-11 13:00:00,Sunday
Line J,737,2023-06-11 13:00:00,Sunday
Line K,1192,2023-06-11 13:00:00,Sunday
Line L,565,2023-06-11 13:00:00,Sunday
Line M,384,2023-06-11 13:00:00,Sunday
Line O,329,2023-06-11 13:00:00,Sunday
Line P,721,2023-06-11 13:00:00,Sunday
Line T,1780,2023-06-11 13:00:00,Sunday
Line 1,2414,2023-06-12 13:00:00,Monday
Line 2,330,2023-06-12 13:00:00,Monday
Line A,13685,2023-06-12 13:00:00,Monday
Line B,2483,2023-06-12 13:00:00,Monday
Line H,65,2023-06-12 13:00:00,Monday
Line J,520,2023-06-12 13:00:00,Monday
Line K,958,2023-06-12 13:00:00,Monday
Line L,399,2023-06-12 13:00:00,Monday
Line M,309,2023-06-12 13:00:00,Monday
Line O,314,2023-06-12 13:00:00,Monday
Line P,578,2023-06-12 13:00:00,Monday
Line T,1290,2023-06-12 13:00:00,Monday
Line 1,4990,2023-06-13 13:00:00,Tuesday
Line 2,1141,2023-06-13 13:00:00,Tuesday
Line A,27583,2023-06-13 13:00:00,Tuesday
Line B,4065,2023-06-13 13:00:00,Tuesday
Line H,80,2023-06-13 13:00:00,Tuesday
Line J,638,2023-06-13 13:00:00,Tuesday
Line K,1046,2023-06-13 13:00:00,Tuesday
Line M,323,2023-06-13 13:00:00,Tuesday
Line O,658,2023-06-13 13:00:00,Tuesday
Line P,866,2023-06-13 13:00:00,Tuesday
Line T,2472,2023-06-13 13:00:00,Tuesday
Line 1,4860,2023-06-14 13:00:00,Wednesday
Line 2,1060,2023-06-14 13:00:00,Wednesday
Line A,27092,2023-06-14 13:00:00,Wednesday
Line B,4313,2023-06-14 13:00:00,Wednesday
Line H,90,2023-06-14 13:00:00,Wednesday
Line J,684,2023-06-14 13:00:00,Wednesday
Line K,1172,2023-06-14 13:00:00,Wednesday
Line L,129,2023-06-14 13:00:00,Wednesday
Line M,291,2023-06-14 13:00:00,Wednesday
Line O,665,2023-06-14 13:00:00,Wednesday
Line P,813,2023-06-14 13:00:00,Wednesday
Line T,2272,2023-06-14 13:00:00,Wednesday
Line 1,4891,2023-06-15 13:00:00,Thursday
Line 2,1113,2023-06-15 13:00:00,Thursday
Line A,27831,2023-06-15 13:00:00,Thursday
Line B,4156,2023-06-15 13:00:00,Thursday
Line H,127,2023-06-15 13:00:00,Thursday
Line J,704,2023-06-15 13:00:00,Thursday
Line K,1106,2023-06-15 13:00:00,Thursday
Line L,149,2023-06-15 13:00:00,Thursday
Line M,301,2023-06-15 13:00:00,Thursday
Line O,702,2023-06-15 13:00:00,Thursday
Line P,807,2023-06-15 13:00:00,Thursday
Line T,2329,2023-06-15 13:00:00,Thursday
Line 1,4996,2023-06-16 13:00:00,Friday
Line 2,1159,2023-06-16 13:00:00,Friday
Line A,29644,2023-06-16 13:00:00,Friday
Line B,4230,2023-06-16 13:00:00,Friday
Line H,98,2023-06-16 13:00:00,Friday
Line J,734,2023-06-16 13:00:00,Friday
Line K,1161,2023-06-16 13:00:00,Friday
Line L,175,2023-06-16 13:00:00,Friday
Line M,352,2023-06-16 13:00:00,Friday
Line O,567,2023-06-16 13:00:00,Friday
Line P,864,2023-06-16 13:00:00,Friday
Line T,2445,2023-06-16 13:00:00,Friday
Line 1,6589,2023-06-17 13:00:00,Saturday
Line 2,1422,2023-06-17 13:00:00,Saturday
Line A,44245,2023-06-17 13:00:00,Saturday
Line B,6168,2023-06-17 13:00:00,Saturday
Line H,136,2023-06-17 13:00:00,Saturday
Line J,804,2023-06-17 13:00:00,Saturday
Line K,1390,2023-06-17 13:00:00,Saturday
Line L,224,2023-06-17 13:00:00,Saturday
Line M,623,2023-06-17 13:00:00,Saturday
Line O,686,2023-06-17 13:00:00,Saturday
Line P,967,2023-06-17 13:00:00,Saturday
Line T,3437,2023-06-17 13:00:00,Saturday
Line 1,2968,2023-06-18 13:00:00,Sunday
Line 2,641,2023-06-18 13:00:00,Sunday
Line A,18147,2023-06-18 13:00:00,Sunday
Line B,3166,2023-06-18 13:00:00,Sunday
Line H,91,2023-06-18 13:00:00,Sunday
Line J,856,2023-06-18 13:00:00,Sunday
Line K,1321,2023-06-18 13:00:00,Sunday
Line L,572,2023-06-18 13:00:00,Sunday
Line M,402,2023-06-18 13:00:00,Sunday
Line O,351,2023-06-18 13:00:00,Sunday
Line P,845,2023-06-18 13:00:00,Sunday
Line T,1895,2023-06-18 13:00:00,Sunday
Line 1,2352,2023-06-19 13:00:00,Monday
Line 2,281,2023-06-19 13:00:00,Monday
Line A,14335,2023-06-19 13:00:00,Monday
Line B,2523,2023-06-19 13:00:00,Monday
Line H,61,2023-06-19 13:00:00,Monday
Line J,609,2023-06-19 13:00:00,Monday
Line K,1181,2023-06-19 13:00:00,Monday
Line L,547,2023-06-19 13:00:00,Monday
Line M,337,2023-06-19 13:00:00,Monday
Line O,272,2023-06-19 13:00:00,Monday
Line P,669,2023-06-19 13:00:00,Monday
Line T,1413,2023-06-19 13:00:00,Monday
Line 1,4839,2023-06-20 13:00:00,Tuesday
Line 2,972,2023-06-20 13:00:00,Tuesday
Line A,28985,2023-06-20 13:00:00,Tuesday
Line B,4230,2023-06-20 13:00:00,Tuesday
Line H,84,2023-06-20 13:00:00,Tuesday
Line J,651,2023-06-20 13:00:00,Tuesday
Line K,1026,2023-06-20 13:00:00,Tuesday
Line M,342,2023-06-20 13:00:00,Tuesday
Line O,648,2023-06-20 13:00:00,Tuesday
Line P,769,2023-06-20 13:00:00,Tuesday
Line T,2277,2023-06-20 13:00:00,Tuesday
Line 1,5059,2023-06-21 13:00:00,Wednesday
Line 2,1180,2023-06-21 13:00:00,Wednesday
Line A,27841,2023-06-21 13:00:00,Wednesday
Line B,4275,2023-06-21 13:00:00,Wednesday
Line H,69,2023-06-21 13:00:00,Wednesday
Line J,643,2023-06-21 13:00:00,Wednesday
Line K,999,2023-06-21 13:00:00,Wednesday
Line L,210,2023-06-21 13:00:00,Wednesday
Line M,330,2023-06-21 13:00:00,Wednesday
Line O,658,2023-06-21 13:00:00,Wednesday
Line P,1106,2023-06-21 13:00:00,Wednesday
Line T,2298,2023-06-21 13:00:00,Wednesday
Line 1,4383,2023-06-22 13:00:00,Thursday
Line 2,1061,2023-06-22 13:00:00,Thursday
Line A,26489,2023-06-22 13:00:00,Thursday
Line B,4278,2023-06-22 13:00:00,Thursday
Line H,107,2023-06-22 13:00:00,Thursday
Line J,690,2023-06-22 13:00:00,Thursday
Line K,1013,2023-06-22 13:00:00,Thursday
Line L,145,2023-06-22 13:00:00,Thursday
Line M,298,2023-06-22 13:00:00,Thursday
Line O,593,2023-06-22 13:00:00,Thursday
Line P,827,2023-06-22 13:00:00,Thursday
Line T,2375,2023-06-22 13:00:00,Thursday
Line 1,4845,2023-06-23 13:00:00,Friday
Line 2,1050,2023-06-23 13:00:00,Friday
Line A,27501,2023-06-23 13:00:00,Friday
Line B,4213,2023-06-23 13:00:00,Friday
Line H,90,2023-06-23 13:00:00,Friday
Line J,762,2023-06-23 13:00:00,Friday
Line K,1110,2023-06-23 13:00:00,Friday
Line L,194,2023-06-23 13:00:00,Friday
Line M,301,2023-06-23 13:00:00,Friday
Line O,532,2023-06-23 13:00:00,Friday
Line P,942,2023-06-23 13:00:00,Friday
Line T,2208,2023-06-23 13:00:00,Friday
Line 1,6547,2023-06-24 13:00:00,Saturday
Line 2,1354,2023-06-24 13:00:00,Saturday
Line A,43793,2023-06-24 13:00:00,Saturday
Line B,6370,2023-06-24 13:00:00,Saturday
Line H,117,2023-06-24 13:00:00,Saturday
Line J,802,2023-06-24 13:00:00,Saturday
Line K,1196,2023-06-24 13:00:00,Saturday
Line L,303,2023-06-24 13:00:00,Saturday
Line M,595,2023-06-24 13:00:00,Saturday
Line O,738,2023-06-24 13:00:00,Saturday
Line P,748,2023-06-24 13:00:00,Saturday
Line T,3497,2023-06-24 13:00:00,Saturday
Line 1,3048,2023-06-25 13:00:00,Sunday
Line 2,608,2023-06-25 13:00:00,Sunday
Line A,17598,2023-06-25 13:00:00,Sunday
Line B,3169,2023-06-25 13:00:00,Sunday
Line H,73,2023-06-25 13:00:00,Sunday
Line J,684,2023-06-25 13:00:00,Sunday
Line K,1136,2023-06-25 13:00:00,Sunday
Line L,601,2023-06-25 13:00:00,Sunday
Line M,388,2023-06-25 13:00:00,Sunday
Line O,403,2023-06-25 13:00:00,Sunday
Line P,651,2023-06-25 13:00:00,Sunday
Line T,1717,2023-06-25 13:00:00,Sunday
Line 1,4640,2023-06-26 13:00:00,Monday
Line 2,1107,2023-06-26 13:00:00,Monday
Line A,26159,2023-06-26 13:00:00,Monday
Line B,4126,2023-06-26 13:00:00,Monday
Line H,88,2023-06-26 13:00:00,Monday
Line J,664,2023-06-26 13:00:00,Monday
Line K,943,2023-06-26 13:00:00,Monday
Line L,0,2023-06-26 13:00:00,Monday
Line M,320,2023-06-26 13:00:00,Monday
Line O,509,2023-06-26 13:00:00,Monday
Line P,811,2023-06-26 13:00:00,Monday
Line T,2228,2023-06-26 13:00:00,Monday
Line 1,4639,2023-06-27 13:00:00,Tuesday
Line 2,1056,2023-06-27 13:00:00,Tuesday
Line A,26883,2023-06-27 13:00:00,Tuesday
Line B,3986,2023-06-27 13:00:00,Tuesday
